test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,getOrSetLazyCacheLib,00:01:00,global information,11786361,11786361,0,196439.4,0,0.25,1041.64,0.02,0.04,0.09,1.59,13.59,0,0,0,0
